,id,model,src,candidate,reference,coherence,consistency,fluency,relevance,exp_bart_score_cnn_src_hypo,delta_coherence,delta_consistency,delta_fluency,delta_relevance
934,dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,M17,"Nathan Hughes on Friday night had his ban for accidentally knocking out George North sensationally over-turned on appeal , following an outcry on his behalf . The Wasps No 8 was initially suspended for three matches , after a disciplinary panel ruled he had been ‘ reckless ’ for failing to prevent his knee colliding with the head of the Welsh Lion , as he scored a try for Northampton on March 27 . Hughes was shown a red card for the offence , but that dismissal has now been officially rescinded . Although it was accepted that there had been no intent , the Fiji-born player with England ambitions received a further sanction at the original hearing . Yet , in a stunning twist – and in light of fierce criticism – the ban was thrown out , as the appeal lodged by Wasps was up-held . Nathan Hughes 's knee collided with George North 's head as he crossed the line to score for Northampton North was left out cold on the pitch at Franklin 's Gardens and had to be taken off on a stretcher It was the third time that the Wales and Lions winger had been knocked out in the space of two months Fiji-born forward Hughes missed his side 's Champions Cup quarter-final loss against Toulon last Sunday North was left unconscious by the clash ; a third blow to the head in the space of two months . He has since been advised to take a minimum of a month off from playing , to counter-act his concussion symptoms . Graphic , slow-motion footage of the incident at Franklin ’ s Gardens led some observers to condemn Hughes , but many more spoke up in his defence . Wasps were incensed that the forward had been suspended – and their dismay was shared by others outside the club . Captain James Haskell said : ‘ Astounded would be an under-statement ’ , while fly-half Andy Goode added : ‘ Really can ’ t believe or understand the ban for Nathan Hughes . There was no intent and I feel the accident has been judged on outcome. ’ Former England player Austin Healey branded the sentence a ‘ total joke ’ and Harlequins captain Joe Marler echoed his sentiment , calling it an ‘ absolute joke ’ . Hughes was sent off and then banned for three weeks following the incident on March 27 Hughes missed his club ’ s Champions Cup defeat to holders Toulon last Sunday , as he awaited his appeal hearing . He is now free to return to action immediately , but he is not in the match-day squad for Wasps ’ Aviva Premiership trip to London Welsh tomorrow and given the formality of a victory in that fixture , he is unlikely to play again until the visit of Exeter to Coventry on April 26 . Jeremy Summers , chairman of the appeal hearing panel , said : ‘ The appeal panel considered it appropriate to hear the matter afresh . Having done so and having had the advantage of evidence not before the original panel , it concluded that no act of foul play took place in that the incident occurred accidentally . ’",Nathan hughes 's knee collided with george north 's head as he scored a try for northampton at franklin 's gardens on march 27 . Hughes was initially suspended for three matches after a disciplinary panel ruled he had been 'reckless ' hughes 's red card has now been officially rescinded .,Nathan Hughes accidentally knocked out George North during Northampton 's 52-30 victory against Wasps on March 27 . The Wasps No 8 was initially suspended for three matches . Hughes missed his side 's Champions Cup defeat against Toulon . It was North 's third blow to the head in the space of two months . The Welsh winger has been advised to take a month off from playing .,0.8333333333333333,1.0,0.8333333333333333,0.75,0.09682734041027324,0.73650599292306,0.9031726595897267,0.73650599292306,0.6531726595897267
940,dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,M11,"Nathan Hughes on Friday night had his ban for accidentally knocking out George North sensationally over-turned on appeal , following an outcry on his behalf . The Wasps No 8 was initially suspended for three matches , after a disciplinary panel ruled he had been ‘ reckless ’ for failing to prevent his knee colliding with the head of the Welsh Lion , as he scored a try for Northampton on March 27 . Hughes was shown a red card for the offence , but that dismissal has now been officially rescinded . Although it was accepted that there had been no intent , the Fiji-born player with England ambitions received a further sanction at the original hearing . Yet , in a stunning twist – and in light of fierce criticism – the ban was thrown out , as the appeal lodged by Wasps was up-held . Nathan Hughes 's knee collided with George North 's head as he crossed the line to score for Northampton North was left out cold on the pitch at Franklin 's Gardens and had to be taken off on a stretcher It was the third time that the Wales and Lions winger had been knocked out in the space of two months Fiji-born forward Hughes missed his side 's Champions Cup quarter-final loss against Toulon last Sunday North was left unconscious by the clash ; a third blow to the head in the space of two months . He has since been advised to take a minimum of a month off from playing , to counter-act his concussion symptoms . Graphic , slow-motion footage of the incident at Franklin ’ s Gardens led some observers to condemn Hughes , but many more spoke up in his defence . Wasps were incensed that the forward had been suspended – and their dismay was shared by others outside the club . Captain James Haskell said : ‘ Astounded would be an under-statement ’ , while fly-half Andy Goode added : ‘ Really can ’ t believe or understand the ban for Nathan Hughes . There was no intent and I feel the accident has been judged on outcome. ’ Former England player Austin Healey branded the sentence a ‘ total joke ’ and Harlequins captain Joe Marler echoed his sentiment , calling it an ‘ absolute joke ’ . Hughes was sent off and then banned for three weeks following the incident on March 27 Hughes missed his club ’ s Champions Cup defeat to holders Toulon last Sunday , as he awaited his appeal hearing . He is now free to return to action immediately , but he is not in the match-day squad for Wasps ’ Aviva Premiership trip to London Welsh tomorrow and given the formality of a victory in that fixture , he is unlikely to play again until the visit of Exeter to Coventry on April 26 . Jeremy Summers , chairman of the appeal hearing panel , said : ‘ The appeal panel considered it appropriate to hear the matter afresh . Having done so and having had the advantage of evidence not before the original panel , it concluded that no act of foul play took place in that the incident occurred accidentally . ’",Nathan hughes suffered his knee colliding with the head of the welsh lion . The wasps no 8 was initially suspended for three matches . Nathan hughes was sent off the line to score for northampton on march 27 . He was banned for three games for the offence but has now been officially rescinded . The ban was thrown out in george north 's head on appeal .,Nathan Hughes accidentally knocked out George North during Northampton 's 52-30 victory against Wasps on March 27 . The Wasps No 8 was initially suspended for three matches . Hughes missed his side 's Champions Cup defeat against Toulon . It was North 's third blow to the head in the space of two months . The Welsh winger has been advised to take a month off from playing .,0.08333333333333331,1.0,0.5833333333333334,0.41666666666666663,0.07047416356297145,0.012859169770361861,0.9295258364370286,0.512859169770362,0.3461925031036952
943,dm-test-81bd721b16cad47dfd8d24baca5b30b006291db2,M9,"Nathan Hughes on Friday night had his ban for accidentally knocking out George North sensationally over-turned on appeal , following an outcry on his behalf . The Wasps No 8 was initially suspended for three matches , after a disciplinary panel ruled he had been ‘ reckless ’ for failing to prevent his knee colliding with the head of the Welsh Lion , as he scored a try for Northampton on March 27 . Hughes was shown a red card for the offence , but that dismissal has now been officially rescinded . Although it was accepted that there had been no intent , the Fiji-born player with England ambitions received a further sanction at the original hearing . Yet , in a stunning twist – and in light of fierce criticism – the ban was thrown out , as the appeal lodged by Wasps was up-held . Nathan Hughes 's knee collided with George North 's head as he crossed the line to score for Northampton North was left out cold on the pitch at Franklin 's Gardens and had to be taken off on a stretcher It was the third time that the Wales and Lions winger had been knocked out in the space of two months Fiji-born forward Hughes missed his side 's Champions Cup quarter-final loss against Toulon last Sunday North was left unconscious by the clash ; a third blow to the head in the space of two months . He has since been advised to take a minimum of a month off from playing , to counter-act his concussion symptoms . Graphic , slow-motion footage of the incident at Franklin ’ s Gardens led some observers to condemn Hughes , but many more spoke up in his defence . Wasps were incensed that the forward had been suspended – and their dismay was shared by others outside the club . Captain James Haskell said : ‘ Astounded would be an under-statement ’ , while fly-half Andy Goode added : ‘ Really can ’ t believe or understand the ban for Nathan Hughes . There was no intent and I feel the accident has been judged on outcome. ’ Former England player Austin Healey branded the sentence a ‘ total joke ’ and Harlequins captain Joe Marler echoed his sentiment , calling it an ‘ absolute joke ’ . Hughes was sent off and then banned for three weeks following the incident on March 27 Hughes missed his club ’ s Champions Cup defeat to holders Toulon last Sunday , as he awaited his appeal hearing . He is now free to return to action immediately , but he is not in the match-day squad for Wasps ’ Aviva Premiership trip to London Welsh tomorrow and given the formality of a victory in that fixture , he is unlikely to play again until the visit of Exeter to Coventry on April 26 . Jeremy Summers , chairman of the appeal hearing panel , said : ‘ The appeal panel considered it appropriate to hear the matter afresh . Having done so and having had the advantage of evidence not before the original panel , it concluded that no act of foul play took place in that the incident occurred accidentally . ’","Nathan hughes 's knee collided with george north 's head as he crossed the line . The wasps no 8 was initially suspended for three matches . North was left out cold on the pitch at franklin 's gardens . The ban was thrown out , as the appeal lodged by wasps .",Nathan Hughes accidentally knocked out George North during Northampton 's 52-30 victory against Wasps on March 27 . The Wasps No 8 was initially suspended for three matches . Hughes missed his side 's Champions Cup defeat against Toulon . It was North 's third blow to the head in the space of two months . The Welsh winger has been advised to take a month off from playing .,0.25,1.0,0.8333333333333333,0.5833333333333334,0.19301995182299653,0.05698004817700347,0.8069800481770035,0.6403133815103368,0.39031338151033684
945,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M13,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with andros townsend . The tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley . Andros townsend scores england 's equaliser in their 1-1 friendly draw with italy in turin .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.33333333333333337,1.0,1.0,0.41666666666666663,0.12655014506235657,0.2067831882709768,0.8734498549376435,0.8734498549376435,0.29011652160431006
946,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M9,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with burnley on sunday . Townsend was brought on in the 83rd minute for tottenham . Andros townsend scores england 's equaliser in their 1-1 friendly draw . Townsend hit a stunning equaliser for england against italy .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.0,1.0,1.0,0.16666666666666669,0.07275692255130042,-0.07275692255130042,0.9272430774486996,0.9272430774486996,0.09390974411536626
947,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M10,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson criticised townsend 's call-up to the england squad last week . Andros townsend was brought on in the 83rd minute for tottenham as they drew 0-0 against burnley on sunday . Townsend hit back at merson after his appearance for england against italy .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.16666666666666669,1.0,1.0,0.75,0.11187097037358287,0.05479569629308381,0.8881290296264172,0.8881290296264172,0.6381290296264172
951,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M2,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley on sunday . ' Paul merson had another dig at andros townsend after his appearance for tottenham against burnley . Townsend was brought on in the 83rd minute for tottenham as they drew 0-0 against burnley .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.41666666666666663,1.0,0.9166666666666667,0.5,0.18237213154175191,0.23429453512491472,0.8176278684582481,0.7342945351249148,0.3176278684582481
954,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M17,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson criticised andros townsend 's call-up to the england squad . Townsend hit back at merson after scoring for england against italy . The tottenham midfielder was brought on in the 83rd minute against burnley .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.5833333333333334,1.0,1.0,0.6666666666666666,0.11519796221802842,0.46813537111530495,0.8848020377819716,0.8848020377819716,0.5514687044486382
955,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M5,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .","Paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0 - 0 draw with burnley on sunday . # rubberdub # 7minutes , ' merson put on twitter . Merson initially angered townsend for writing in his sky sports column that ' if andros townsend can get in ( the england team ) then it opens it up to anybody . '",Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.5833333333333334,0.9166666666666667,1.0,0.5,0.1574951699653651,0.42583816336796826,0.7591714967013017,0.8425048300346349,0.3425048300346349
956,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M12,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley . Merson initially angered townsend for writing in his sky sports column that ` if andros townsend can get in ( the england team ) then it opens it up to anybody . ' Paul merson had another dig at andros townsend after his appearance for tottenham against burnley .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.75,1.0,1.0,0.75,0.1691069442674098,0.5808930557325902,0.8308930557325902,0.8308930557325902,0.5808930557325902
957,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M15,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley on sunday . Merson initially angered townsend for writing in his sky sports column that ` if andros townsend can get in ( the england team ) then it opens it up to anybody ' townsend was brought on in the 83rd minute for tottenham as they drew 0-0 against burnley .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.5833333333333334,1.0,0.5833333333333334,0.75,0.16442361073639647,0.41890972259693693,0.8355763892636036,0.41890972259693693,0.5855763892636036
958,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M14,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with andros townsend . The tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley . Townsend was brought on in the 83rd minute for tottenham as they drew 0-0 with burnley .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.16666666666666669,1.0,1.0,0.41666666666666663,0.1952913167920566,-0.028624650125389922,0.8047086832079434,0.8047086832079434,0.22137534987461002
959,dm-test-8764fb95bfad8ee849274873a92fb8d6b400eee2,M1,"Paul Merson has restarted his row with Andros Townsend after the Tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with Burnley on Sunday . 'Just been watching the game , did you miss the coach ? # RubberDub # 7minutes , ' Merson put on Twitter . Merson initially angered Townsend for writing in his Sky Sports column that 'if Andros Townsend can get in ( the England team ) then it opens it up to anybody . ' Paul Merson had another dig at Andros Townsend after his appearance for Tottenham against Burnley Townsend was brought on in the 83rd minute for Tottenham as they drew 0-0 against Burnley Andros Townsend scores England 's equaliser in their 1-1 friendly draw with Italy in Turin on Tuesday night The former Arsenal man was proven wrong when Townsend hit a stunning equaliser for England against Italy and he duly admitted his mistake . 'It 's not as though I was watching hoping he would n't score for England , I 'm genuinely pleased for him and fair play to him – it was a great goal , ' Merson said . 'It 's just a matter of opinion , and my opinion was that he got pulled off after half an hour at Manchester United in front of Roy Hodgson , so he should n't have been in the squad . 'When I 'm wrong , I hold my hands up . I do n't have a problem with doing that - I 'll always be the first to admit when I 'm wrong . ' Townsend hit back at Merson on Twitter after scoring for England against Italy Sky Sports pundit Merson ( centre ) criticised Townsend 's call-up to the England squad last week Townsend hit back at Merson after netting for England in Turin on Wednesday , saying 'Not bad for a player that should be 'nowhere near the squad ' ay @ PaulMerse ? ' Any bad feeling between the pair seemed to have passed but Merson was unable to resist having another dig at Townsend after Tottenham drew at Turf Moor .",Paul merson has restarted his row with andros townsend after the tottenham midfielder was brought on with only seven minutes remaining in his team 's 0-0 draw with burnley on sunday . Townsend was brought on in the 83rd minute for tottenham as they drew 0-0 against burnley . Townsend hit back at merson on twitter after scoring for england against italy .,Andros Townsend an 83rd minute sub in Tottenham 's draw with Burnley . He was unable to find a winner as the game ended without a goal . Townsend had clashed with Paul Merson last week over England call-up .,0.33333333333333337,1.0,1.0,0.41666666666666663,0.18759313088538385,0.14574020244794952,0.8124068691146161,0.8124068691146161,0.22907353578128278
