,id,model,src,reference,candidate,litepyramid_recall,exp_bart_score_cnn_hypo_ref,delta
2030,84,t5_out_base.txt,"Liverpool manager brendan rodgers has written off manchester city ’ s chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour ’ s club to reach the status of either liverpool or manchester united . City have been heavily linked with a £50million move for sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice-captain jordan henderson , who only has a season left on his anfield contract . Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Rodgers talks to sterling during friday 's training session ahead of fa cup semi-final against aston villa . However , rodgers was emphatic that moving to city would not represent a step up . ‘ if you say that city is a bigger club than liverpool , you ’ re wrong , ’ he said . ‘ i ’ ve got big respect for what city are doing — they ’ re trying to build it the right way . But at this moment you can ’ t compare the size of the two clubs . ‘ you ’ ve got liverpool and united , the two biggest clubs in this country and the rest of them are fighting to be there over the next 20 years . I wouldn ’ t say we were a development ground for going to “ bigger ” clubs . ’ city have tried to sign players from arsenal and liverpool hoping to weaken their rivals . They have bought gael clichy , emmanuel adebayor , bacary sagna and kolo toure from arsenal but failed to lure fernando torres when he was at anfield . Sterling is wanted by manchester city this summer for £50million as he stalls over new contract . Sterling has been one of liverpool 's leading lights and was nominated for pfa young player of the year . This summer , liverpool will also try to sign james milner from city . Rodgers hopes victory over villa will strengthen his case and increase the chances of keeping players . ‘ our vision is to win trophies , ’ he said . ‘ the first objective was to get into the champions league again . We arrived there this year and could focus on winning a trophy . We just have to concentrate on performance levels , get to the final and we ’ ll take it from there . ’ club captain steven gerrard is available after a three-match ban and rodgers has to decide whether to start with him in what could be his final appearance at wembley before his move to la galaxy . Rodgers is set to welcome steven gerrard back into the squad after his three-match suspension .",Manchester City have been linked with summer move for Raheem Sterling . Sterling has two years left on his contract and is stalling on a new deal . Brendan Rodgers says a move to City would not be step up for Sterling . Indicating it will take the Manchester club 20 years to eclipse Liverpool .,Liverpool face aston villa in the fa cup semi-final on sunday . Brendan rodgers says that manchester city are bigger than liverpool . The reds have been heavily linked with a £50million move for raheem sterling .,0.6666666666666666,0.13143141731107186,0.5352352493555947
2033,84,pnbert_out_lstm_pn_rl.txt,"Liverpool manager brendan rodgers has written off manchester city ’ s chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour ’ s club to reach the status of either liverpool or manchester united . City have been heavily linked with a £50million move for sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice-captain jordan henderson , who only has a season left on his anfield contract . Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Rodgers talks to sterling during friday 's training session ahead of fa cup semi-final against aston villa . However , rodgers was emphatic that moving to city would not represent a step up . ‘ if you say that city is a bigger club than liverpool , you ’ re wrong , ’ he said . ‘ i ’ ve got big respect for what city are doing — they ’ re trying to build it the right way . But at this moment you can ’ t compare the size of the two clubs . ‘ you ’ ve got liverpool and united , the two biggest clubs in this country and the rest of them are fighting to be there over the next 20 years . I wouldn ’ t say we were a development ground for going to “ bigger ” clubs . ’ city have tried to sign players from arsenal and liverpool hoping to weaken their rivals . They have bought gael clichy , emmanuel adebayor , bacary sagna and kolo toure from arsenal but failed to lure fernando torres when he was at anfield . Sterling is wanted by manchester city this summer for £50million as he stalls over new contract . Sterling has been one of liverpool 's leading lights and was nominated for pfa young player of the year . This summer , liverpool will also try to sign james milner from city . Rodgers hopes victory over villa will strengthen his case and increase the chances of keeping players . ‘ our vision is to win trophies , ’ he said . ‘ the first objective was to get into the champions league again . We arrived there this year and could focus on winning a trophy . We just have to concentrate on performance levels , get to the final and we ’ ll take it from there . ’ club captain steven gerrard is available after a three-match ban and rodgers has to decide whether to start with him in what could be his final appearance at wembley before his move to la galaxy . Rodgers is set to welcome steven gerrard back into the squad after his three-match suspension .",Manchester City have been linked with summer move for Raheem Sterling . Sterling has two years left on his contract and is stalling on a new deal . Brendan Rodgers says a move to City would not be step up for Sterling . Indicating it will take the Manchester club 20 years to eclipse Liverpool .,"Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour 's club to reach the status of either liverpool or manchester united . Rodgers talks to sterling during friday 's training session ahead of fa cup semi-final against aston villa .",0.8333333333333334,0.2612971711812396,0.5720361621520937
2036,84,pnbert_out_bert_tf_sl.txt,"Liverpool manager brendan rodgers has written off manchester city ’ s chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour ’ s club to reach the status of either liverpool or manchester united . City have been heavily linked with a £50million move for sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice-captain jordan henderson , who only has a season left on his anfield contract . Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Rodgers talks to sterling during friday 's training session ahead of fa cup semi-final against aston villa . However , rodgers was emphatic that moving to city would not represent a step up . ‘ if you say that city is a bigger club than liverpool , you ’ re wrong , ’ he said . ‘ i ’ ve got big respect for what city are doing — they ’ re trying to build it the right way . But at this moment you can ’ t compare the size of the two clubs . ‘ you ’ ve got liverpool and united , the two biggest clubs in this country and the rest of them are fighting to be there over the next 20 years . I wouldn ’ t say we were a development ground for going to “ bigger ” clubs . ’ city have tried to sign players from arsenal and liverpool hoping to weaken their rivals . They have bought gael clichy , emmanuel adebayor , bacary sagna and kolo toure from arsenal but failed to lure fernando torres when he was at anfield . Sterling is wanted by manchester city this summer for £50million as he stalls over new contract . Sterling has been one of liverpool 's leading lights and was nominated for pfa young player of the year . This summer , liverpool will also try to sign james milner from city . Rodgers hopes victory over villa will strengthen his case and increase the chances of keeping players . ‘ our vision is to win trophies , ’ he said . ‘ the first objective was to get into the champions league again . We arrived there this year and could focus on winning a trophy . We just have to concentrate on performance levels , get to the final and we ’ ll take it from there . ’ club captain steven gerrard is available after a three-match ban and rodgers has to decide whether to start with him in what could be his final appearance at wembley before his move to la galaxy . Rodgers is set to welcome steven gerrard back into the squad after his three-match suspension .",Manchester City have been linked with summer move for Raheem Sterling . Sterling has two years left on his contract and is stalling on a new deal . Brendan Rodgers says a move to City would not be step up for Sterling . Indicating it will take the Manchester club 20 years to eclipse Liverpool .,"Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Sterling is wanted by manchester city this summer for # 50million as he stalls over new contract . This summer , liverpool will also try to sign james milner from city .",0.8333333333333334,0.3312003164571655,0.5021330168761678
2037,84,banditsumm_out.txt,"Liverpool manager brendan rodgers has written off manchester city ’ s chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour ’ s club to reach the status of either liverpool or manchester united . City have been heavily linked with a £50million move for sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice-captain jordan henderson , who only has a season left on his anfield contract . Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Rodgers talks to sterling during friday 's training session ahead of fa cup semi-final against aston villa . However , rodgers was emphatic that moving to city would not represent a step up . ‘ if you say that city is a bigger club than liverpool , you ’ re wrong , ’ he said . ‘ i ’ ve got big respect for what city are doing — they ’ re trying to build it the right way . But at this moment you can ’ t compare the size of the two clubs . ‘ you ’ ve got liverpool and united , the two biggest clubs in this country and the rest of them are fighting to be there over the next 20 years . I wouldn ’ t say we were a development ground for going to “ bigger ” clubs . ’ city have tried to sign players from arsenal and liverpool hoping to weaken their rivals . They have bought gael clichy , emmanuel adebayor , bacary sagna and kolo toure from arsenal but failed to lure fernando torres when he was at anfield . Sterling is wanted by manchester city this summer for £50million as he stalls over new contract . Sterling has been one of liverpool 's leading lights and was nominated for pfa young player of the year . This summer , liverpool will also try to sign james milner from city . Rodgers hopes victory over villa will strengthen his case and increase the chances of keeping players . ‘ our vision is to win trophies , ’ he said . ‘ the first objective was to get into the champions league again . We arrived there this year and could focus on winning a trophy . We just have to concentrate on performance levels , get to the final and we ’ ll take it from there . ’ club captain steven gerrard is available after a three-match ban and rodgers has to decide whether to start with him in what could be his final appearance at wembley before his move to la galaxy . Rodgers is set to welcome steven gerrard back into the squad after his three-match suspension .",Manchester City have been linked with summer move for Raheem Sterling . Sterling has two years left on his contract and is stalling on a new deal . Brendan Rodgers says a move to City would not be step up for Sterling . Indicating it will take the Manchester club 20 years to eclipse Liverpool .,Liverpool manager brendan rodgers has written off manchester city 's chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team . Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Sterling is wanted by manchester city this summer for # 50million as he stalls over new contract .,0.8333333333333334,0.3164164045659819,0.5169169287673514
2038,84,pnbert_out_bert_lstm_pn_rl.txt,"Liverpool manager brendan rodgers has written off manchester city ’ s chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour ’ s club to reach the status of either liverpool or manchester united . City have been heavily linked with a £50million move for sterling , who has two years left on his contract and is stalling on a new deal . The champions have also monitored vice-captain jordan henderson , who only has a season left on his anfield contract . Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Rodgers talks to sterling during friday 's training session ahead of fa cup semi-final against aston villa . However , rodgers was emphatic that moving to city would not represent a step up . ‘ if you say that city is a bigger club than liverpool , you ’ re wrong , ’ he said . ‘ i ’ ve got big respect for what city are doing — they ’ re trying to build it the right way . But at this moment you can ’ t compare the size of the two clubs . ‘ you ’ ve got liverpool and united , the two biggest clubs in this country and the rest of them are fighting to be there over the next 20 years . I wouldn ’ t say we were a development ground for going to “ bigger ” clubs . ’ city have tried to sign players from arsenal and liverpool hoping to weaken their rivals . They have bought gael clichy , emmanuel adebayor , bacary sagna and kolo toure from arsenal but failed to lure fernando torres when he was at anfield . Sterling is wanted by manchester city this summer for £50million as he stalls over new contract . Sterling has been one of liverpool 's leading lights and was nominated for pfa young player of the year . This summer , liverpool will also try to sign james milner from city . Rodgers hopes victory over villa will strengthen his case and increase the chances of keeping players . ‘ our vision is to win trophies , ’ he said . ‘ the first objective was to get into the champions league again . We arrived there this year and could focus on winning a trophy . We just have to concentrate on performance levels , get to the final and we ’ ll take it from there . ’ club captain steven gerrard is available after a three-match ban and rodgers has to decide whether to start with him in what could be his final appearance at wembley before his move to la galaxy . Rodgers is set to welcome steven gerrard back into the squad after his three-match suspension .",Manchester City have been linked with summer move for Raheem Sterling . Sterling has two years left on his contract and is stalling on a new deal . Brendan Rodgers says a move to City would not be step up for Sterling . Indicating it will take the Manchester club 20 years to eclipse Liverpool .,"Brendan rodgers says that a move to manchester city would not be step up for raheem sterling . Ahead of sunday 's fa cup semi-final against aston villa at wembley , rodgers indicated it could take two decades for sheik mansour 's club to reach the status of either liverpool or manchester united . Liverpool manager brendan rodgers has written off manchester city 's chances of signing raheem sterling this summer by declaring the anfield club are bigger than their etihad rivals and making it clear they have no intention of becoming their feeder team .",0.8333333333333334,0.2695284192116898,0.5638049141216436
2040,85,pnbert_out_lstm_pn_rl.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,"The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth .",0.7,0.10109405410312194,0.598905945896878
2042,85,heter_graph_out.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,"The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption .",0.8,0.13724599905332888,0.6627540009466711
2052,85,bart_out.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,Charity Bite - Back believes as many as one in five Chinese restaurants are selling shark fin soup . Comes after trading standards officers raided The Royal China Club in central London . Restaurant boasted of selling soup and dish made from ground shark teeth . loophole allows people to bring 20 kg of shark fin into UK if it is for personal consumption . Charity workers say restaurants are either disguising the soup as ` fish fin soup ' or are offering it to Mandarin speaking customers if they ask .,1.0,0.25981873570172365,0.7401812642982764
2053,85,unilm_out_v1.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,Royal China Club in central London was raided by inspectors after boasting of selling shark fin soup . Charity Bite-Back believes as many as one in five Chinese restaurants are selling the soup . They are either disguising the soup on menus as ` fish fin soup ' or offering it to Mandarin speaking customers . Legal loophole allows people to bring 20kg of shark fin to the country if .,0.9,0.17547571159692005,0.72452428840308
2054,85,t5_out_base.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,Trading standards raided restaurant in central london and confiscated fins . Royal china club boasted of selling shark fin soup and another dish . Charity bite-back believes one in five chinese restaurants are selling soup . One in five exploit legal loophole allowing people to bring 20kg of fin into uk . Just one kilogram of shark fin can fetch up to £180 through wholesale markets .,0.6,0.0818341874605297,0.5181658125394702
2057,85,presumm_out_ext_abs.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,"Loophole allows people to bring 20kg of shark fin into the country if it is for personal consumption . Charity bite-back said restaurants are either disguising the soup as ` fish fin soup ' or offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea .",0.9,0.126466148124406,0.773533851875594
2061,85,t5_out_11B.txt,"One in five chinese restaurants are believed to be serving shark fin soup exploiting a legal loophole allowing people to bring the meat to this country if it is for personal consumption , a charity claims . The loophole came to light after trading standards officers raided restaurant the royal china club , on baker street in central london , and confiscated illegally imported fins . Charity bite-back , which campaigns to protect sharks , reported the eatery after jason chan , its marketing manager , boasted that it sold the soup and another dish made with ground shark teeth . Scroll down for video . The revelations come after the royal china club , a restaurant in central london , was raided by inspectors after boasting of selling shark fin soup and another dish made from ground shark teeth . Charity workers say that restaurants are either disguising the soup ( pictured ) on their menus as ' fish fin soup ' , or are offering it to mandarin speaking customers if they ask . More than 70 million sharks are killed each year for their fins , often dying slow , painful deaths after being dumped back into the sea once their most valuable parts have been cut off . Graham buckingham , campaign director at bite-back , told the times he was disappointed that the royal china club was not fined for their breach . He added : ' there 's never any big penalty for this type of discovery and even if trading standards had chosen to prosecute , the fines are described as minimal . ' Charity bite-back believes as many as one in five chinese restaurants are selling the soup after exploiting a loophole which allows people to bring 20kg of fins into the country if they are for personal consumption . While conducting research for a recent report , mr buckingham 's charity discovered a legal loophole allowing for 20kg of shark fin to be brought into this country if it is for personal consumption . Just one kilogram of shark fin can fetch up to £180 through wholesale markets . He said as many as one in five chinese restaurants could be offering the dish , but many disguised it as ' fish fin soup ' or did not put it on the menu , but offered it to mandarin speaking patrons .",Up to one in five Chinese eateries could be selling soup using illegal meat . Charity says it is often disguised on menu or only offered if requested . Loophole lets people bring 20 kg of meat into UK for personal consumption .,One in five chinese restaurants believed to be selling shark fin soup . Loophole allows 20kg of fins to be brought into uk for personal consumption . More than 70 million sharks are killed each year for their fins .,0.6,0.09296242576762623,0.5070375742323737
